Gone,Age,BusinessTravel,DistanceFromHome,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
Yes,36,Travel_Rarely,13,2,Male,2,2,Sales Executive,1,Divorced,6134,5,Yes,13,3,2,3,16,3,3,2,2,2,2
Yes,32,Travel_Rarely,1,1,Male,1,2,Sales Executive,2,Single,6735,6,No,15,3,2,0,10,2,3,0,0,0,0
No,23,Travel_Rarely,4,3,Female,3,1,Laboratory Technician,2,Single,3295,1,No,13,3,3,0,3,3,1,3,2,1,2
No,31,Travel_Frequently,24,4,Female,3,2,Manufacturing Director,4,Single,5238,2,No,20,4,4,0,9,3,2,5,4,1,4
No,39,Non-Travel,1,4,Male,3,2,Laboratory Technician,4,Married,6472,1,Yes,15,3,4,1,9,2,3,9,8,5,8
No,32,Travel_Rarely,19,4,Male,1,3,Sales Executive,3,Married,9610,3,No,13,3,3,1,10,2,1,4,3,0,2
No,40,Travel_Rarely,7,2,Male,3,5,Manager,2,Single,19833,1,No,14,3,2,0,21,3,2,21,8,12,8
No,45,Travel_Rarely,4,3,Female,1,3,Human Resources,3,Married,9756,4,No,21,4,3,2,9,2,4,5,0,0,3
No,30,Travel_Frequently,2,4,Female,2,1,Research Scientist,1,Single,4968,0,No,16,3,4,0,10,2,3,9,7,0,7
No,24,Travel_Frequently,10,1,Male,3,1,Human Resources,4,Married,2145,0,No,14,3,4,1,3,2,3,2,2,2,1
Yes,30,Travel_Frequently,8,3,Female,2,1,Human Resources,4,Divorced,2180,6,No,11,3,3,1,6,0,2,4,2,1,2
No,31,Travel_Rarely,5,1,Male,3,2,Sales Executive,3,Married,8346,1,No,19,3,3,1,6,3,3,5,2,0,2
No,27,Travel_Rarely,8,3,Female,3,1,Research Scientist,4,Single,3445,1,No,11,3,3,0,6,5,2,6,2,1,4
Yes,29,Travel_Rarely,9,2,Female,1,1,Sales Representative,2,Single,2760,1,No,13,3,3,0,2,3,3,2,2,2,2
No,29,Travel_Frequently,1,4,Male,4,2,Healthcare Representative,3,Single,6294,8,Yes,12,3,4,0,10,5,4,3,2,0,2
No,30,Travel_Rarely,15,3,Male,2,3,Sales Executive,1,Divorced,7140,2,No,11,3,1,1,12,2,3,7,7,1,7
No,34,Travel_Rarely,2,4,Male,4,1,Research Scientist,4,Married,2932,0,Yes,14,3,1,3,6,3,3,5,0,1,2
No,33,Non-Travel,2,4,Female,3,2,Sales Executive,2,Single,5147,8,No,15,3,4,0,13,2,2,11,7,1,7
No,49,Travel_Rarely,11,4,Female,3,2,Sales Executive,4,Single,4507,3,No,12,3,3,0,8,1,4,5,1,0,4
Yes,33,Travel_Rarely,16,1,Female,3,3,Sales Executive,1,Single,8564,2,Yes,20,4,3,0,11,2,2,0,0,0,0
No,38,Travel_Frequently,2,3,Female,2,1,Laboratory Technician,2,Married,2468,4,No,14,3,2,1,9,4,2,6,1,0,5
Yes,31,Travel_Rarely,16,1,Male,3,3,Sales Executive,3,Married,8161,2,No,13,3,1,3,10,2,3,1,0,0,0
No,29,Travel_Rarely,4,4,Female,2,1,Research Scientist,1,Divorced,2109,1,No,13,3,3,1,1,2,3,1,0,0,0
No,30,Travel_Rarely,16,3,Male,4,2,Healthcare Representative,3,Married,5294,3,No,16,3,3,1,10,3,3,7,0,1,7
No,32,Non-Travel,5,2,Male,3,1,Research Scientist,2,Single,2718,2,No,14,3,2,0,12,3,3,7,7,0,7
No,38,Travel_Rarely,18,2,Male,1,2,Healthcare Representative,4,Married,5811,3,Yes,16,3,3,1,15,2,3,1,0,1,0
Yes,43,Travel_Frequently,17,3,Male,2,1,Research Scientist,3,Married,2437,9,Yes,16,3,4,1,6,4,3,1,0,0,0
No,42,Travel_Rarely,12,2,Male,3,1,Laboratory Technician,2,Divorced,2766,8,No,22,4,2,3,7,6,2,5,3,0,4
No,55,Travel_Rarely,2,3,Male,2,5,Research Director,1,Married,19038,8,No,12,3,2,3,34,2,3,1,0,0,0
No,33,Non-Travel,4,4,Male,3,2,Research Scientist,2,Divorced,3055,5,No,15,3,4,2,11,2,2,9,8,1,7
No,41,Travel_Rarely,9,3,Male,3,1,Laboratory Technician,1,Divorced,2289,1,No,20,4,2,2,5,2,3,5,3,0,4
No,34,Non-Travel,10,4,Male,3,2,Sales Executive,3,Divorced,4001,1,Yes,14,3,3,1,15,3,3,15,14,0,7
No,53,Non-Travel,1,1,Female,2,4,Manufacturing Director,3,Married,12965,4,Yes,20,4,4,3,27,2,2,3,2,0,2
No,43,Travel_Rarely,2,2,Male,3,1,Human Resources,4,Single,3539,0,No,13,3,2,0,10,5,3,9,7,1,8
No,34,Travel_Rarely,3,4,Female,1,2,Sales Executive,4,Single,6029,5,No,12,3,1,0,6,3,3,2,2,2,2
Yes,21,Travel_Rarely,7,2,Male,3,1,Sales Representative,2,Single,2679,1,No,13,3,2,0,1,3,3,1,0,1,0
No,38,Travel_Rarely,6,4,Female,2,1,Laboratory Technician,3,Married,3702,1,No,11,3,2,1,5,3,3,5,4,0,4
Yes,22,Travel_Rarely,8,3,Female,3,1,Laboratory Technician,1,Married,2398,1,Yes,17,3,3,0,1,6,3,1,0,0,0
No,31,Travel_Rarely,29,1,Female,2,2,Sales Executive,4,Married,5468,1,No,14,3,1,2,13,3,3,12,7,5,7
No,51,Travel_Rarely,3,1,Female,3,3,Manager,3,Married,13116,2,No,11,3,4,0,15,2,3,2,2,2,2
No,37,Travel_Rarely,9,2,Male,2,2,Sales Executive,2,Married,4189,1,No,14,3,1,2,5,2,3,5,2,0,3
No,46,Travel_Rarely,2,3,Male,3,5,Research Director,4,Divorced,19328,7,Yes,17,3,3,1,24,3,3,2,1,2,2
No,36,Travel_Rarely,10,4,Male,3,3,Healthcare Representative,1,Married,8321,7,Yes,13,3,4,1,15,1,3,12,8,5,7
Yes,44,Travel_Frequently,1,3,Male,3,1,Research Scientist,2,Divorced,2342,1,Yes,12,3,3,3,6,2,2,5,3,2,3
No,37,Travel_Rarely,8,3,Male,3,2,Human Resources,2,Divorced,4071,2,No,13,3,3,0,19,4,2,10,0,4,7
Yes,35,Travel_Rarely,27,3,Male,3,2,Sales Executive,4,Single,5813,1,Yes,18,3,4,0,10,2,3,10,7,7,7
No,33,Travel_Rarely,8,4,Male,4,1,Research Scientist,1,Married,3143,6,No,19,3,2,1,14,1,3,10,8,7,6
No,28,Travel_Rarely,1,3,Male,3,1,Research Scientist,4,Married,2044,1,No,11,3,3,1,5,6,4,5,3,0,3
No,39,Travel_Rarely,10,3,Male,3,3,Research Director,3,Single,13464,7,No,21,4,3,0,9,3,3,4,3,2,2
No,46,Non-Travel,26,2,Male,2,2,Sales Executive,2,Single,7991,8,No,15,3,3,0,6,3,3,2,2,2,2
No,40,Travel_Rarely,2,3,Female,3,1,Laboratory Technician,1,Married,3377,4,No,17,3,4,1,7,5,2,4,3,0,2
No,42,Travel_Rarely,13,2,Male,4,2,Healthcare Representative,1,Married,5538,5,No,18,3,3,2,10,2,2,0,0,0,0
No,35,Non-Travel,2,2,Male,3,2,Manufacturing Director,4,Divorced,5762,2,No,14,3,3,1,15,6,3,7,7,1,7
No,38,Non-Travel,2,1,Male,3,1,Human Resources,2,Divorced,2592,5,No,13,3,4,3,13,3,3,11,10,3,8
Yes,34,Travel_Frequently,9,4,Male,3,2,Laboratory Technician,1,Married,5346,4,No,17,3,3,1,11,3,2,7,1,0,7
Yes,37,Travel_Rarely,10,4,Male,3,2,Manufacturing Director,1,Single,4213,1,No,15,3,2,0,10,4,1,10,3,0,8
No,39,Travel_Frequently,20,3,Male,3,2,Sales Executive,4,Divorced,4127,2,No,18,3,4,1,7,6,3,2,1,2,2
No,43,Non-Travel,9,1,Male,3,1,Research Scientist,3,Single,2438,4,No,13,3,3,0,7,2,2,3,2,1,2
No,41,Travel_Rarely,5,2,Male,4,2,Healthcare Representative,2,Single,6870,3,No,12,3,1,0,11,3,1,3,2,1,2
No,41,Travel_Rarely,4,3,Female,3,3,Sales Executive,3,Divorced,10447,0,Yes,13,3,4,1,23,3,4,22,14,13,5
No,30,Travel_Rarely,10,1,Female,3,3,Manufacturing Director,3,Single,9667,9,No,14,3,2,0,9,3,3,7,7,0,2
Yes,26,Travel_Rarely,20,4,Female,3,1,Human Resources,2,Married,2148,0,Yes,11,3,3,0,6,3,3,5,1,1,4
Yes,46,Travel_Rarely,21,4,Female,3,2,Healthcare Representative,2,Married,8926,4,No,22,4,4,1,13,2,4,9,7,3,7
No,40,Travel_Rarely,1,3,Female,3,2,Healthcare Representative,4,Divorced,6513,4,No,17,3,4,1,12,3,3,5,3,0,3
No,34,Travel_Rarely,8,2,Male,4,2,Sales Executive,3,Married,6799,1,No,21,4,3,2,10,5,3,10,8,4,8
No,58,Non-Travel,2,2,Male,3,4,Manager,2,Divorced,16291,4,No,22,4,4,1,37,0,2,16,9,14,14
No,35,Travel_Rarely,23,2,Male,1,1,Laboratory Technician,3,Married,2705,0,No,16,3,2,1,6,2,4,5,4,0,3
No,47,Travel_Rarely,4,3,Female,2,3,Manufacturing Director,2,Divorced,10333,8,Yes,12,3,3,1,28,4,3,22,11,14,10
No,40,Travel_Rarely,12,2,Female,3,2,Healthcare Representative,1,Divorced,4448,2,No,12,3,2,1,15,3,3,7,4,7,7
No,54,Travel_Rarely,7,4,Female,3,2,Research Scientist,4,Married,6854,4,No,15,3,2,1,14,2,2,7,1,1,7
No,31,Travel_Frequently,7,1,Female,3,3,Sales Executive,1,Married,9637,2,No,14,3,4,2,9,3,3,3,2,2,2
No,28,Travel_Rarely,1,3,Female,3,1,Research Scientist,1,Married,3591,1,No,25,4,3,1,3,3,3,3,2,1,2
No,38,Travel_Rarely,2,2,Female,1,2,Sales Representative,4,Married,5405,2,Yes,20,4,1,2,20,4,2,4,2,0,3
No,26,Travel_Rarely,10,3,Male,3,2,Sales Executive,4,Single,4684,1,No,13,3,1,0,5,4,3,5,3,1,2
No,58,Travel_Frequently,15,1,Male,3,4,Research Director,3,Married,15787,2,Yes,14,3,2,0,23,3,3,2,2,2,2
No,18,Non-Travel,14,2,Female,3,1,Research Scientist,3,Single,1514,1,No,16,3,3,0,0,4,1,0,0,0,0
Yes,31,Travel_Rarely,18,4,Male,4,1,Human Resources,1,Married,2956,0,No,17,3,3,0,2,4,3,1,0,0,0
Yes,29,Travel_Rarely,13,1,Male,2,1,Human Resources,1,Divorced,2335,4,Yes,15,3,4,3,4,3,3,2,2,2,0
No,45,Non-Travel,2,3,Female,3,2,Sales Executive,3,Married,5154,4,No,22,4,2,2,10,3,4,8,7,5,7
No,36,Travel_Rarely,2,4,Female,3,2,Research Scientist,2,Married,6962,4,Yes,22,4,4,1,15,2,3,1,0,0,0
No,43,Travel_Frequently,2,1,Male,3,2,Sales Executive,4,Married,5675,1,No,20,4,3,1,7,5,3,7,7,7,7
No,27,Travel_Frequently,5,4,Female,3,1,Laboratory Technician,4,Single,2379,0,Yes,14,3,3,0,6,3,2,5,4,0,2
No,29,Travel_Frequently,20,4,Male,3,1,Laboratory Technician,4,Married,3812,1,No,13,3,2,0,11,3,4,11,8,3,10
No,32,Travel_Frequently,10,4,Male,3,2,Sales Executive,4,Single,4648,8,No,13,3,3,0,4,2,4,0,0,0,0
No,42,Non-Travel,10,3,Male,3,1,Research Scientist,3,Married,2936,3,No,22,4,2,2,10,1,2,6,3,3,3
No,47,Travel_Rarely,9,2,Female,3,1,Laboratory Technician,3,Single,2105,4,No,12,3,3,0,7,2,3,2,2,2,0
No,46,Travel_Rarely,2,4,Male,3,3,Manufacturing Director,4,Divorced,8578,3,No,14,3,3,1,12,4,2,9,8,4,7
No,28,Non-Travel,1,3,Male,3,1,Human Resources,4,Divorced,2706,1,No,15,3,2,1,3,2,3,3,2,2,2
No,29,Travel_Rarely,29,4,Male,1,2,Healthcare Representative,3,Divorced,6384,8,No,17,3,4,2,11,3,3,7,0,1,6
No,42,Travel_Rarely,8,4,Male,3,1,Laboratory Technician,3,Single,3968,4,No,13,3,4,0,8,3,3,0,0,0,0
Yes,32,Travel_Rarely,2,3,Male,2,2,Sales Executive,2,Single,9907,7,Yes,12,3,3,0,7,3,2,2,2,2,2
No,46,Travel_Rarely,3,1,Female,4,4,Sales Executive,1,Divorced,13225,2,No,12,3,4,1,25,5,3,19,17,2,8
No,27,Travel_Rarely,23,2,Female,2,2,Sales Representative,3,Married,3540,1,No,21,4,4,1,9,5,3,9,8,5,8
No,29,Travel_Rarely,6,4,Male,2,1,Human Resources,2,Married,2804,1,No,11,3,4,0,1,3,3,1,0,0,0
No,43,Travel_Rarely,6,1,Female,2,5,Manager,3,Married,19392,7,No,13,3,4,0,21,2,3,16,12,6,14
No,48,Travel_Rarely,10,4,Male,2,5,Research Director,2,Married,19665,4,No,12,3,4,0,29,3,3,22,10,12,9
Yes,29,Travel_Frequently,24,4,Male,2,1,Research Scientist,4,Single,2439,1,Yes,24,4,2,0,1,3,2,1,0,1,0
Yes,46,Travel_Rarely,10,3,Female,3,3,Sales Executive,2,Married,7314,5,No,21,4,3,3,14,2,3,8,7,0,7
No,27,Travel_Frequently,15,4,Female,2,1,Research Scientist,1,Married,4774,0,No,19,3,4,1,8,2,2,7,6,7,3
No,39,Travel_Rarely,19,4,Male,3,2,Research Scientist,4,Divorced,3902,8,No,14,3,2,3,7,2,3,2,2,2,2
No,55,Travel_Rarely,2,2,Male,2,1,Research Scientist,4,Married,2662,8,No,20,4,2,1,19,2,4,5,2,0,4
No,28,Travel_Rarely,3,2,Female,3,1,Sales Representative,2,Married,2856,1,No,19,3,4,1,1,3,3,1,0,0,0
Yes,30,Travel_Rarely,9,2,Male,3,1,Sales Representative,4,Single,1081,1,No,13,3,3,0,1,3,2,1,0,0,0
Yes,22,Travel_Rarely,7,4,Male,3,1,Research Scientist,2,Single,2472,1,Yes,23,4,1,0,1,2,3,1,0,0,0
No,36,Travel_Rarely,10,2,Female,2,2,Sales Executive,3,Married,5673,1,Yes,13,3,1,1,10,4,3,10,9,1,7
No,31,Travel_Rarely,20,2,Male,3,2,Laboratory Technician,3,Divorced,4197,1,No,11,3,1,1,10,2,3,10,8,0,2
No,34,Travel_Rarely,4,3,Male,3,3,Sales Executive,4,Married,9713,2,Yes,13,3,4,3,9,3,3,5,3,1,0
No,29,Travel_Rarely,7,4,Male,3,1,Laboratory Technician,1,Single,2062,3,No,14,3,2,0,11,2,3,3,2,1,2
No,37,Travel_Rarely,7,4,Male,3,2,Research Scientist,1,Married,4284,5,Yes,22,4,3,1,16,2,3,5,3,0,4
No,35,Travel_Rarely,16,4,Female,2,2,Manufacturing Director,2,Married,4788,0,Yes,11,3,4,0,4,2,3,3,2,0,2
No,45,Travel_Rarely,25,2,Female,2,2,Manufacturing Director,4,Married,5906,0,No,13,3,4,2,10,2,2,9,8,3,8
No,36,Travel_Frequently,2,2,Male,2,2,Human Resources,4,Single,3886,1,No,21,4,4,0,10,2,2,10,1,0,8
No,40,Travel_Rarely,1,1,Male,3,4,Manager,1,Divorced,16823,2,No,11,3,1,1,22,3,3,19,7,11,16
No,26,Travel_Rarely,1,2,Female,2,1,Research Scientist,3,Married,2933,1,Yes,13,3,3,1,1,3,2,1,0,1,0
No,27,Travel_Rarely,2,1,Female,4,2,Sales Executive,3,Single,6500,0,No,14,3,2,0,9,5,2,8,7,0,7
No,48,Travel_Frequently,22,4,Female,3,4,Manager,4,Divorced,17174,3,No,11,3,2,1,24,3,3,22,17,4,7
No,44,Travel_Rarely,1,2,Male,4,2,Healthcare Representative,1,Married,5033,2,No,15,3,4,1,10,5,3,2,0,2,2
Yes,34,Non-Travel,16,4,Male,1,1,Research Scientist,1,Married,2307,1,Yes,23,4,2,1,5,2,3,5,2,3,0
Yes,56,Travel_Rarely,24,1,Male,3,1,Laboratory Technician,4,Single,2587,1,No,16,3,4,0,5,3,3,4,2,1,0
No,36,Travel_Rarely,17,3,Male,2,2,Sales Executive,2,Married,5507,2,No,16,3,3,2,12,1,1,4,2,1,3
No,41,Travel_Rarely,8,3,Female,3,2,Sales Executive,2,Married,4393,5,No,21,4,3,1,14,3,3,5,4,1,4
No,42,Travel_Rarely,6,3,Male,3,3,Research Director,1,Married,13348,9,No,13,3,2,1,18,3,4,13,7,5,7
No,31,Travel_Rarely,10,3,Female,3,2,Sales Executive,4,Divorced,6583,2,Yes,11,3,4,1,8,2,3,5,2,1,4
No,34,Travel_Rarely,3,4,Female,2,2,Sales Executive,4,Married,8103,3,Yes,12,3,3,0,9,3,2,4,2,0,1
No,31,Travel_Rarely,4,1,Female,4,1,Laboratory Technician,3,Divorced,3978,8,No,12,3,2,1,4,0,2,2,2,2,2
No,26,Travel_Frequently,6,3,Male,4,1,Laboratory Technician,4,Married,2544,0,No,18,3,1,1,8,3,3,7,7,7,7
No,45,Travel_Frequently,1,2,Male,3,2,Healthcare Representative,3,Single,5399,4,No,12,3,3,0,12,3,3,4,2,0,3
No,33,Travel_Rarely,10,2,Male,3,2,Sales Executive,3,Single,5487,1,No,14,3,2,0,10,2,2,10,4,0,9
No,28,Travel_Frequently,1,3,Male,2,2,Sales Executive,4,Married,6834,1,Yes,12,3,3,1,7,2,3,7,7,0,7
Yes,29,Travel_Frequently,24,3,Male,4,1,Sales Representative,1,Single,1091,1,No,17,3,4,0,1,3,3,1,0,0,0
No,39,Non-Travel,21,1,Female,1,2,Sales Executive,3,Married,5736,6,No,19,3,3,1,10,1,3,3,2,1,2
No,27,Travel_Rarely,2,2,Male,3,1,Research Scientist,2,Married,2226,1,No,11,3,3,1,6,3,2,5,3,1,2
No,34,Travel_Frequently,22,3,Male,2,2,Research Scientist,4,Married,5747,1,Yes,15,3,2,0,16,3,3,15,10,6,11
Yes,28,Travel_Rarely,13,4,Female,3,2,Sales Executive,3,Single,9854,3,Yes,11,3,4,0,6,0,3,2,0,2,2
No,47,Non-Travel,14,3,Male,3,2,Research Scientist,2,Married,5467,8,No,18,3,3,1,16,4,4,8,7,1,7
No,56,Travel_Rarely,11,4,Female,2,2,Sales Executive,1,Married,5380,4,No,16,3,3,1,6,3,3,0,0,0,0
No,39,Travel_Rarely,9,1,Male,3,2,Manufacturing Director,1,Married,5151,1,No,25,4,4,1,10,3,3,10,0,7,9
No,38,Travel_Frequently,8,4,Female,2,2,Research Scientist,2,Divorced,2133,1,Yes,16,3,3,1,20,3,3,20,11,0,7
No,58,Travel_Rarely,21,4,Female,3,4,Manager,4,Married,17875,4,Yes,13,3,3,1,29,2,2,1,0,0,0
Yes,32,Travel_Frequently,5,1,Female,4,1,Research Scientist,3,Single,2432,3,Yes,14,3,1,0,8,2,3,4,1,0,3
No,38,Travel_Rarely,9,2,Male,3,1,Research Scientist,4,Divorced,4771,2,No,19,3,4,2,10,0,4,5,2,0,3
No,49,Travel_Frequently,2,2,Male,3,5,Research Director,4,Married,19161,3,No,15,3,4,0,28,3,3,5,4,4,3
No,42,Travel_Rarely,12,2,Male,3,2,Sales Executive,4,Divorced,5087,3,Yes,12,3,3,2,14,4,3,0,0,0,0
Yes,27,Travel_Frequently,22,1,Female,2,1,Human Resources,2,Married,2863,1,No,12,3,1,0,1,2,3,1,0,0,0
No,35,Travel_Rarely,18,2,Male,3,2,Sales Executive,1,Married,5561,0,No,16,3,4,1,6,2,1,5,3,0,4
No,28,Non-Travel,16,3,Male,3,1,Research Scientist,3,Single,2144,1,No,14,3,3,0,5,3,2,5,3,1,4
No,31,Non-Travel,3,3,Male,3,1,Research Scientist,1,Divorced,3065,1,Yes,13,3,4,1,4,3,4,4,2,2,3
No,36,Non-Travel,9,1,Male,4,1,Laboratory Technician,2,Married,2810,1,No,22,4,2,0,5,3,3,5,4,0,2
No,34,Travel_Rarely,1,1,Male,3,3,Sales Executive,4,Single,9888,1,No,21,4,1,0,14,3,2,14,8,2,1
No,34,Travel_Rarely,13,4,Male,3,3,Sales Executive,3,Divorced,8628,1,No,18,3,3,1,9,2,2,8,7,1,1
No,26,Travel_Rarely,1,3,Male,3,1,Laboratory Technician,1,Single,2867,0,No,13,3,4,0,8,6,2,7,7,7,6
No,29,Travel_Rarely,1,1,Male,3,2,Healthcare Representative,1,Married,5373,0,No,12,3,1,1,6,5,2,5,3,0,2
No,32,Non-Travel,15,3,Female,3,2,Healthcare Representative,4,Divorced,6667,5,No,18,3,2,1,9,6,3,5,1,1,2
No,31,Travel_Frequently,1,4,Male,1,2,Research Scientist,1,Married,5003,1,No,21,4,2,0,10,6,3,10,8,8,7
Yes,28,Travel_Rarely,17,3,Male,2,1,Laboratory Technician,4,Divorced,2367,5,No,12,3,1,1,6,2,2,4,1,0,3
No,38,Travel_Rarely,1,1,Male,2,1,Sales Representative,1,Single,2858,4,No,14,3,1,0,20,3,2,1,0,0,0
No,35,Travel_Rarely,7,3,Female,3,2,Sales Executive,4,Married,5204,1,Yes,11,3,4,0,10,2,3,10,8,0,9
No,27,Travel_Rarely,9,4,Male,3,2,Sales Executive,4,Single,4105,1,No,14,3,1,0,7,5,3,7,7,0,7
No,32,Travel_Rarely,5,4,Male,2,2,Manufacturing Director,4,Single,9679,8,No,24,4,2,0,8,1,3,1,0,0,0
Yes,31,Travel_Frequently,26,1,Male,3,2,Sales Executive,4,Married,5617,1,Yes,11,3,3,0,10,4,3,10,7,0,8
Yes,53,Travel_Rarely,24,1,Male,3,3,Sales Executive,1,Single,10448,6,Yes,13,3,2,0,15,2,2,2,2,2,2
No,54,Travel_Rarely,9,1,Female,3,2,Research Scientist,3,Married,2897,3,No,11,3,3,2,9,6,2,4,3,2,3
No,33,Travel_Frequently,7,4,Male,3,2,Healthcare Representative,3,Divorced,5968,1,No,20,4,3,3,9,2,3,9,7,2,8
No,43,Travel_Rarely,11,1,Male,3,3,Healthcare Representative,3,Married,7510,1,No,17,3,2,1,10,1,3,10,9,0,9
No,38,Travel_Frequently,1,4,Male,3,1,Human Resources,2,Married,2991,0,Yes,11,3,2,1,7,2,3,6,2,1,2
No,55,Travel_Rarely,26,3,Male,4,5,Manager,2,Married,19636,4,Yes,18,3,1,1,35,0,3,10,9,1,4
No,31,Travel_Rarely,2,4,Female,1,1,Laboratory Technician,4,Divorced,1129,1,Yes,11,3,3,3,1,4,3,1,0,0,0
No,39,Travel_Rarely,15,2,Male,3,4,Sales Executive,1,Single,13341,0,No,12,3,1,0,21,3,3,20,8,11,10
No,42,Non-Travel,23,4,Male,2,2,Research Scientist,3,Single,4332,1,No,12,3,4,0,20,2,3,20,9,3,7
No,31,Non-Travel,10,3,Female,3,3,Research Director,3,Married,11031,4,No,20,4,3,1,13,2,4,11,7,4,8
No,54,Travel_Rarely,10,3,Female,3,2,Manufacturing Director,1,Single,4440,6,Yes,19,3,4,0,9,3,3,5,2,1,4
No,24,Travel_Rarely,1,2,Male,2,2,Healthcare Representative,3,Single,4617,1,No,12,3,2,0,4,2,2,4,3,1,2
No,23,Travel_Rarely,12,4,Male,3,1,Laboratory Technician,4,Single,2647,1,No,13,3,3,0,5,6,4,5,2,1,4
No,40,Travel_Frequently,11,4,Female,3,2,Laboratory Technician,3,Married,6323,1,No,11,3,1,1,10,2,4,10,9,9,4
No,40,Travel_Rarely,2,2,Female,3,2,Sales Executive,2,Married,5677,3,No,14,3,3,1,15,4,3,11,8,5,10
No,25,Travel_Rarely,2,3,Female,3,1,Human Resources,2,Married,2187,4,No,14,3,3,0,6,3,3,2,0,1,2
No,30,Travel_Rarely,1,4,Male,3,1,Laboratory Technician,2,Married,3748,1,No,13,3,3,0,12,6,2,12,8,1,7
No,25,Travel_Rarely,2,4,Male,3,1,Laboratory Technician,3,Divorced,3977,6,Yes,19,3,3,1,7,2,2,2,2,0,2
No,47,Travel_Rarely,25,1,Male,3,3,Healthcare Representative,3,Single,8633,2,No,23,4,2,0,25,3,3,17,14,12,11
No,33,Non-Travel,1,2,Male,2,1,Laboratory Technician,3,Divorced,2008,1,No,12,3,3,3,1,2,2,1,1,0,0
No,38,Travel_Rarely,1,4,Male,3,2,Sales Executive,2,Married,4440,0,No,15,3,1,2,16,3,3,15,13,5,8
No,31,Travel_Rarely,2,1,Male,3,1,Sales Representative,3,Married,3067,0,No,19,3,3,1,3,1,3,2,2,1,2
No,38,Travel_Frequently,6,1,Male,2,2,Manufacturing Director,3,Married,5321,2,No,11,3,4,1,10,1,3,8,3,7,7
No,42,Travel_Rarely,18,4,Male,3,2,Research Scientist,1,Divorced,5410,6,Yes,17,3,3,1,9,3,2,4,3,1,2
No,41,Travel_Rarely,1,4,Male,3,1,Research Scientist,4,Married,2782,3,No,22,4,1,1,12,3,3,5,3,1,0
No,47,Non-Travel,1,3,Female,3,3,Research Director,2,Married,11957,0,No,18,3,1,2,14,3,1,13,8,5,12
No,35,Travel_Rarely,11,4,Male,3,1,Laboratory Technician,3,Married,2660,7,Yes,11,3,3,1,5,3,3,2,2,2,2
No,22,Travel_Rarely,1,4,Male,3,1,Research Scientist,3,Single,3375,0,No,12,3,4,0,4,2,4,3,2,1,2
No,35,Travel_Rarely,9,2,Male,3,2,Research Scientist,3,Single,5098,1,No,19,3,2,0,10,5,3,10,7,0,8
No,33,Travel_Rarely,15,2,Female,3,2,Healthcare Representative,4,Married,4878,0,Yes,13,3,1,1,10,6,3,9,7,8,1
No,32,Travel_Rarely,29,3,Female,2,1,Laboratory Technician,2,Single,2837,1,No,13,3,3,0,6,3,3,6,2,4,1
No,40,Travel_Rarely,1,1,Male,3,1,Laboratory Technician,4,Married,2406,8,No,19,3,3,2,8,3,2,1,0,0,0
No,32,Travel_Rarely,1,2,Male,2,1,Sales Representative,2,Married,2269,0,No,14,3,2,1,3,2,3,2,2,2,2
No,39,Travel_Rarely,24,1,Male,3,2,Research Scientist,4,Single,4108,7,No,13,3,1,0,18,2,3,7,7,1,7
No,38,Travel_Rarely,10,2,Female,1,3,Research Director,3,Married,13206,3,No,12,3,1,1,20,3,3,18,16,1,11
No,32,Travel_Rarely,1,3,Female,3,3,Sales Executive,4,Married,10422,1,No,19,3,3,2,14,3,3,14,10,5,7
No,37,Travel_Rarely,10,3,Female,4,3,Research Director,4,Married,13744,1,Yes,25,4,1,1,16,2,3,16,11,6,8
No,25,Travel_Rarely,8,1,Female,3,2,Sales Executive,3,Divorced,4907,0,Yes,22,4,2,1,6,3,2,5,3,0,4
No,52,Non-Travel,29,1,Male,3,1,Sales Representative,4,Divorced,3482,2,No,15,3,2,2,16,3,2,9,8,0,0
No,44,Travel_Rarely,1,2,Male,3,1,Research Scientist,4,Single,2436,6,Yes,12,3,3,0,6,2,3,4,3,1,2
No,21,Travel_Rarely,5,3,Male,3,1,Sales Representative,1,Single,2380,1,Yes,11,3,4,0,2,6,3,2,2,1,2
No,39,Non-Travel,9,4,Male,3,5,Manager,4,Single,19431,2,No,13,3,3,0,21,3,2,6,0,1,3
Yes,23,Travel_Frequently,9,4,Male,3,1,Sales Representative,1,Married,1790,1,No,19,3,1,1,1,3,2,1,0,1,0
No,36,Travel_Rarely,3,1,Female,2,3,Sales Executive,4,Married,7644,0,No,19,3,3,2,10,2,3,9,7,3,4
No,36,Travel_Frequently,4,4,Female,3,2,Manufacturing Director,2,Divorced,5131,7,No,13,3,2,3,18,3,3,4,2,0,2
No,56,Non-Travel,1,3,Male,3,2,Healthcare Representative,3,Divorced,6306,1,No,21,4,1,1,13,2,2,13,12,1,9
Yes,29,Travel_Rarely,1,1,Male,3,1,Research Scientist,4,Married,4787,9,Yes,14,3,2,3,4,3,4,2,2,2,2
